P3HT content (%),D1 content (%),D2 content (%),D6 content (%),D8 content (%),Y
0.0234375,0.9765625,0.4921875,0.8203125,0.9140625,0.634247
0.1953125,0.3046875,0.4921875,0.8203125,0.9140625,0.36728644
0.1953125,0.9765625,0.8828125,0.8203125,0.9140625,0.48256075
0.1953125,0.9765625,0.4921875,0.6015625,0.9140625,0.6355297
0.1953125,0.9765625,0.4921875,0.8203125,0.8515625,0.65356493
0.0234375,0.3046875,0.8828125,0.6015625,0.8515625,0.2375448
0.1328125,0.0390625,0.9296875,0.5078125,0.3515625,0.2209948
0.2109375,0.0390625,0.9296875,0.5078125,0.3515625,0.22056958
0.1328125,0.6171875,0.9296875,0.5078125,0.3515625,0.30549857
0.1328125,0.0390625,0.6953125,0.5078125,0.3515625,0.34456906
0.1328125,0.0390625,0.9296875,0.7890625,0.3515625,0.21833745
0.1328125,0.0390625,0.9296875,0.5078125,0.4140625,0.23545864
0.2109375,0.6171875,0.6953125,0.7890625,0.4140625,0.4404541
0.6328125,0.5390625,0.4296875,0.0078125,0.8515625,0.13597721
0.7109375,0.5390625,0.4296875,0.0078125,0.8515625,0.13325453
0.6328125,0.1171875,0.4296875,0.0078125,0.8515625,0.07226975
0.6328125,0.5390625,0.1953125,0.0078125,0.8515625,0.060115904
0.6328125,0.5390625,0.4296875,0.2890625,0.8515625,0.18538961
0.6328125,0.5390625,0.4296875,0.0078125,0.9140625,0.11632331
0.7109375,0.1171875,0.1953125,0.2890625,0.9140625,0.023444235
0.8828125,0.2890625,0.6796875,0.7578125,0.6015625,0.19851275
0.9609375,0.2890625,0.6796875,0.7578125,0.6015625,0.19850661
0.8828125,0.8671875,0.6796875,0.7578125,0.6015625,0.41054454
0.8828125,0.2890625,0.4453125,0.7578125,0.6015625,0.16892375
0.8828125,0.2890625,0.6796875,0.0390625,0.6015625,0.13522553
0.8828125,0.2890625,0.6796875,0.7578125,0.6640625,0.20274709
0.9609375,0.8671875,0.4453125,0.0390625,0.6640625,0.32189655
0.3828125,0.7890625,0.1796875,0.2578125,0.1015625,0.43849456
0.4609375,0.7890625,0.1796875,0.2578125,0.1015625,0.35591692
0.3828125,0.3671875,0.1796875,0.2578125,0.1015625,0.27864373
0.3828125,0.7890625,0.9453125,0.2578125,0.1015625,0.41785085
0.3828125,0.7890625,0.1796875,0.5390625,0.1015625,0.428354
0.3828125,0.7890625,0.1796875,0.2578125,0.1640625,0.41653186
0.4609375,0.3671875,0.9453125,0.5390625,0.1640625,0.1433191
0.2578125,0.4140625,0.3046875,0.3828125,0.2265625,0.24321358
0.0859375,0.4140625,0.3046875,0.3828125,0.2265625,0.24475251
0.2578125,0.9921875,0.3046875,0.3828125,0.2265625,0.49701828
0.2578125,0.4140625,0.3203125,0.3828125,0.2265625,0.24964987
0.2578125,0.4140625,0.3046875,0.1640625,0.2265625,0.2697953
0.2578125,0.4140625,0.3046875,0.3828125,0.7890625,0.28884727
0.0859375,0.9921875,0.3203125,0.1640625,0.7890625,0.57720894
0.7578125,0.9140625,0.8046875,0.8828125,0.7265625,0.32210752
0.5859375,0.9140625,0.8046875,0.8828125,0.7265625,0.33172294
0.7578125,0.4921875,0.8046875,0.8828125,0.7265625,0.1307641
0.7578125,0.9140625,0.8203125,0.8828125,0.7265625,0.31162307
0.7578125,0.9140625,0.8046875,0.6640625,0.7265625,0.3234378
0.7578125,0.9140625,0.8046875,0.8828125,0.2890625,0.25042844
0.5859375,0.4921875,0.8203125,0.6640625,0.2890625,0.059546247
0.5078125,0.1640625,0.0546875,0.1328125,0.9765625,0.22683214
0.8359375,0.1640625,0.0546875,0.1328125,0.9765625,0.17428683
0.5078125,0.7421875,0.0546875,0.1328125,0.9765625,0.38096213
0.5078125,0.1640625,0.5703125,0.1328125,0.9765625,0.27011204
0.5078125,0.1640625,0.0546875,0.9140625,0.9765625,0.16994546
0.5078125,0.1640625,0.0546875,0.1328125,0.0390625,0.29344007
0.8359375,0.7421875,0.5703125,0.9140625,0.0390625,0.38141796
0.0078125,0.6640625,0.5546875,0.6328125,0.4765625,0.5362197
0.3359375,0.6640625,0.5546875,0.6328125,0.4765625,0.5260905
0.0078125,0.2421875,0.5546875,0.6328125,0.4765625,0.42002103
0.0078125,0.6640625,0.0703125,0.6328125,0.4765625,0.48256126
0.0078125,0.6640625,0.5546875,0.4140625,0.4765625,0.539638
0.0078125,0.6640625,0.5546875,0.6328125,0.5390625,0.55746907
0.3359375,0.2421875,0.0703125,0.4140625,0.5390625,0.3809009
