k,stage,i,step,flag,x,minimum_selling_price,CO2_emission
3,NSGA2,18,4,success,"[ 75.     75.    210.    210.      5.248   1.6     0.6    35.      1.
   1.3    77.032 208.    279.865   1.2     1.      0.485]",0.6961658266649702,-0.0037589104257708893
3,NSGA2,19,0,success,"[ 75.     75.    210.    250.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.6218036231870211,0.1122658349474191
3,NSGA2,19,1,success,"[ 75.       69.39875 210.      249.472     5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.6215612158271213,0.11678528304938157
3,NSGA2,19,2,success,"[ 75.      63.7975 210.     248.944    5.       1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.6210859800997852,0.12224078516666145
3,NSGA2,19,3,success,"[ 75.       58.19625 210.      248.416     5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.620150318107549,0.1287444563252611
3,NSGA2,19,4,success,"[ 75.     52.595 210.    247.888   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.6179223690196141,0.13651660592586404
3,NSGA2,20,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    41.667   1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5600572638818079,-0.003584534870300222
3,NSGA2,20,1,success,"[ 75.       75.      210.      210.        5.        1.6       0.6
  41.95875   1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5591161428673679,-0.002750367784660482
3,NSGA2,20,2,success,"[ 75.      75.     210.     210.       5.       1.6      0.6     42.2505
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.559172994701287,-0.0026986728147883293
3,NSGA2,20,3,success,"[ 75.       75.      210.      210.        5.        1.6       0.6
  42.54225   1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5592526446587432,-0.0026304861596459024
3,NSGA2,20,4,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    42.834   1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5593288183195267,-0.002563767606390927
3,NSGA2,21,0,success,"[ 75.    100.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
3,NSGA2,21,1,product_spec_not_met,"[ 75.      100.      210.      210.        5.        1.633     0.6
  35.        1.        1.3      83.      217.9335  280.        1.255
   0.96325   0.453  ]",1.0,-0.006092930039079621
3,NSGA2,21,2,product_spec_not_met,"[ 75.     100.     210.     210.       5.       1.666    0.6     35.
   1.       1.3     83.     227.867  280.       1.31     0.9265   0.421 ]",1.0,-0.006706268022432642
3,NSGA2,21,3,not_converged,"[ 75.      100.      210.      210.        5.        1.699     0.6
  35.        1.        1.3      83.      237.8005  280.        1.365
   0.88975   0.389  ]",,
3,NSGA2,22,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     0.6     0.485]",0.554296353835936,-0.005742947161305001
3,NSGA2,22,1,success,"[ 75.       75.      210.      210.        5.        1.6       0.6
  35.        1.        1.30725  83.      208.      280.        1.2
   0.61125   0.485  ]",0.559163481273595,-0.0056758371508720115
3,NSGA2,22,2,success,"[ 75.      75.     210.     210.       5.       1.6      0.6     35.
   1.       1.3145  83.     208.     280.       1.2      0.6225   0.485 ]",0.5641274552318797,-0.0056056410651465684
3,NSGA2,22,3,success,"[ 75.       75.      210.      210.        5.        1.6       0.6
  35.        1.        1.32175  83.      208.      280.        1.2
   0.63375   0.485  ]",0.5693216257841,-0.005532204332132603
3,NSGA2,22,4,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.329  83.    208.    280.      1.2     0.645   0.485]",0.5747569787967334,-0.005455369081218525
3,NSGA2,23,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    200.      1.2     1.      0.485]",0.5699618705137721,-0.014523458946155046
3,NSGA2,23,1,success,"[ 75.      75.     188.165  210.       5.       1.6      0.6     35.
   1.       1.3     83.     208.     201.1595   1.2      1.       0.485 ]",0.5752445873574804,0.05068271114986748
3,NSGA2,23,2,success,"[ 75.     75.    166.33  210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    202.319   1.2     1.      0.485]",0.5805830523745397,0.11561007483140297
3,NSGA2,23,3,success,"[ 75.      75.     144.495  210.       5.       1.6      0.6     35.
   1.       1.3     83.     208.     203.4785   1.2      1.       0.485 ]",0.585963146114614,0.1802589170394893
3,NSGA2,23,4,success,"[ 75.     75.    122.66  210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    204.638   1.2     1.      0.485]",0.5913503283554826,0.24463224534510553
3,NSGA2,24,0,success,"[ 75.     75.    210.    210.      5.      3.5     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5648764634823313,-0.0064764755691716185
3,NSGA2,24,1,success,"[ 75.       75.      210.      210.853     5.        3.455     0.598
  35.        1.        1.3335   83.      208.      280.        1.21625
   1.        0.4815 ]",0.5885559941207436,-0.0034868091308953458
3,NSGA2,24,2,success,"[ 75.      75.     210.     211.706    5.       3.41     0.596   35.
   1.       1.367   83.     208.     280.       1.2325   1.       0.478 ]",0.6169653495534029,-0.00013173702560862513
3,NSGA2,24,3,success,"[ 75.       75.      210.      212.559     5.        3.365     0.594
  35.        1.        1.4005   83.      208.      280.        1.24875
   1.        0.4745 ]",0.6515114631063764,0.003674014791592342
3,NSGA2,24,4,success,"[ 75.     75.    210.    213.412   5.      3.32    0.592  35.      1.
   1.434  83.    208.    280.      1.265   1.      0.471]",0.6846203110934377,0.0078100038021012555
3,NSGA2,25,0,success,"[ 75.     75.    210.    244.444   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.6108365632465744,0.09185432740404739
3,NSGA2,25,1,success,"[ 75.       75.      210.      244.98      5.        2.02      0.59875
  35.        1.        1.32975  83.      208.      280.        1.252
   1.        0.48475]",0.6445918436642256,0.09938646637862636
3,NSGA2,25,2,success,"[ 75.      75.     210.     245.516    5.       2.44     0.5975  35.
   1.       1.3595  83.     208.     280.       1.304    1.       0.4845]",0.6847080483686688,0.10817957175733081
3,NSGA2,25,3,not_converged,"[ 75.       75.      210.      246.052     5.        2.86      0.59625
  35.        1.        1.38925  83.      208.      280.        1.356
   1.        0.48425]",,
3,NSGA2,26,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    333.333   1.2     1.      0.485]",0.5547552916866405,0.0003980476887376941
3,NSGA2,26,1,success,"[ 75.       76.22575 210.      210.        5.        1.6       0.6
  35.        1.        1.3      76.952   208.      331.32625   1.2
   1.        0.485  ]",0.6822031551949602,0.005682086637424109
3,NSGA2,26,2,success,"[ 75.      77.4515 210.     210.       5.       1.6      0.6     35.
   1.       1.3     70.904  208.     329.3195   1.2      1.       0.485 ]",0.690811425227345,0.005658369344932749
3,NSGA2,26,3,success,"[ 75.       78.67725 210.      210.        5.        1.6       0.6
  35.        1.        1.3      64.856   208.      327.31275   1.2
   1.        0.485  ]",0.6995438263935447,0.005620937206101298
3,NSGA2,26,4,success,"[ 75.     79.903 210.    210.      5.      1.6     0.6    35.      1.
   1.3    58.808 208.    325.306   1.2     1.      0.485]",0.7083980261799692,0.005569356154740825
3,NSGA2,27,0,success,"[ 75.     75.    210.    210.      5.      3.5     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5648764634823313,-0.0064764755691716185
3,NSGA2,27,1,success,"[ 75.       75.      210.      210.        5.        3.48975   0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5648464443339913,-0.006476430418207039
3,NSGA2,27,2,success,"[ 75.      75.     210.     210.       5.       3.4795   0.6     35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5648159035270193,-0.00647636487628402
3,NSGA2,27,3,success,"[ 75.       75.      210.      210.        5.        3.46925   0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5647859651678284,-0.006475920130172747
3,NSGA2,27,4,success,"[ 75.     75.    210.    210.      5.      3.459   0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5647562131819186,-0.0064757339940620185
3,NSGA2,28,0,success,"[ 75.   75.  210.  210.    5.    1.6   0.6  35.    1.    1.3  83.  208.
 280.    1.2   1.    0.9]",1.2915778444715504,-0.028959814358278088
3,NSGA2,28,1,success,"[ 75.     75.    210.    209.858   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.9  ]",1.2914552313684238,-0.028931347082447472
3,NSGA2,28,2,success,"[ 75.     75.    210.    209.716   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.9  ]",1.2912863555627565,-0.028911423630685457
3,NSGA2,28,3,success,"[ 75.     75.    210.    209.574   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.9  ]",1.2911349480634944,-0.028889379033349788
3,NSGA2,28,4,success,"[ 75.     75.    210.    209.432   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.9  ]",1.2909732471871054,-0.028870669216478
3,NSGA2,29,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     0.6     0.485]",0.554296353835936,-0.005742947161305001
3,NSGA2,29,1,success,"[ 75.       76.4635  210.      210.        5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   0.60925   0.485  ]",0.5548485204151072,-0.005730654941239225
3,NSGA2,29,2,success,"[ 75.      77.927  210.     210.       5.       1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      0.6185   0.485 ]",0.5553962953455556,-0.005718502611297405
3,NSGA2,29,3,success,"[ 75.       79.3905  210.      210.        5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   0.62775   0.485  ]",0.5559406032024659,-0.005706484577079764
3,NSGA2,29,4,success,"[ 75.     80.854 210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     0.637   0.485]",0.5564807061136998,-0.00569459972689885
4,NSGA2,0,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    194.444 280.      1.2     1.      0.485]",0.5600460937367429,-0.004080517933144797
4,NSGA2,0,1,success,"[ 75.       75.      210.      212.17675   5.        1.6       0.59975
  35.        1.        1.4075   83.      193.2215  280.        1.191
   1.        0.484  ]",0.6583368252827869,0.005611681150964522
4,NSGA2,0,2,success,"[ 75.      75.     210.     214.3535   5.       1.6      0.5995  35.
   1.       1.515   83.     191.999  280.       1.182    1.       0.483 ]",0.684396987940553,0.014578717594536734
4,NSGA2,0,3,success,"[ 75.       75.      210.      216.53025   5.        1.6       0.59925
  35.        1.        1.6225   83.      190.7765  280.        1.173
   1.        0.482  ]",0.6825809036915879,0.022423294169342075
4,NSGA2,0,4,success,"[ 75.     75.    210.    218.707   5.      1.6     0.599  35.      1.
   1.73   83.    189.554 280.      1.164   1.      0.481]",0.6802009528788963,0.030671570176518823
4,NSGA2,1,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    194.444 280.      1.2     1.      0.485]",0.5600460937367429,-0.004080517933144797
4,NSGA2,1,1,success,"[ 75.       75.      210.      209.45475   5.        1.6       0.6
  35.        1.        1.3      83.      194.013   280.        1.2
   1.        0.485  ]",0.560006346123055,-0.003994240838021803
4,NSGA2,1,2,success,"[ 75.      75.     210.     208.9095   5.       1.6      0.6     35.
   1.       1.3     83.     193.582  280.       1.2      1.       0.485 ]",0.5599362743483222,-0.003913382009172588
4,NSGA2,1,3,success,"[ 75.       75.      210.      208.36425   5.        1.6       0.6
  35.        1.        1.3      83.      193.151   280.        1.2
   1.        0.485  ]",0.5598751081973009,-0.003832887064907721
4,NSGA2,1,4,success,"[ 75.     75.    210.    207.819   5.      1.6     0.6    35.      1.
   1.3    83.    192.72  280.      1.2     1.      0.485]",0.5598133993143952,-0.0037476736062888815
4,NSGA2,2,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   3.     83.    208.    280.      1.2     1.      0.485]",0.6882165978478553,-0.003846301283249905
4,NSGA2,2,1,success,"[ 75.       75.      210.      210.        5.        1.6       0.6
  35.        1.        3.04925  83.      208.      280.        1.24775
   1.        0.485  ]",0.6973093995335896,-0.0037176231123781933
4,NSGA2,2,2,success,"[ 75.      75.     210.     210.       5.       1.6      0.6     35.
   1.       3.0985  83.     208.     280.       1.2955   1.       0.485 ]",0.7064470032118148,-0.0035887324812433107
4,NSGA2,2,3,success,"[ 75.       75.      210.      210.        5.        1.6       0.6
  35.        1.        3.14775  83.      208.      280.        1.34325
   1.        0.485  ]",0.7156136286215333,-0.00345958608448046
4,NSGA2,2,4,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   3.197  83.    208.    280.      1.391   1.      0.485]",0.7248015040301754,-0.003330286425556702
4,NSGA2,3,0,success,"[ 75.     75.    210.    250.      5.      1.6     0.505  35.      1.
   4.     83.    208.    280.      3.      1.      0.425]",0.9634189687400542,0.1840765306976653
4,NSGA2,3,1,success,"[ 75.       75.      210.      250.        5.        1.6       0.52875
  35.        1.        5.5      83.      208.      280.        3.
   0.83125   0.50975]",1.217079738153809,0.22798428587745634
4,NSGA2,3,2,success,"[ 75.      75.     210.     250.       5.       1.6      0.5525  35.
   1.       7.      83.     208.     280.       3.       0.6625   0.5945]",1.5678568253945828,0.2869884061503004
4,NSGA2,3,3,success,"[ 75.       75.      210.      250.        5.        1.6       0.57625
  35.        1.        8.5      83.      208.      280.        3.
   0.49375   0.67925]",2.0728715055540357,0.3711588265720474
4,NSGA2,3,4,success,"[ 75.     75.    210.    250.      5.      1.6     0.6    35.      1.
  10.     83.    208.    280.      3.      0.325   0.764]",2.852077952083811,0.5004639014340957
4,NSGA2,4,0,success,"[ 75.     75.    210.    250.      5.      1.6     0.505  35.      1.
   4.     83.    208.    280.      3.      1.      0.425]",0.9634189687400542,0.1840765306976653
4,NSGA2,4,1,success,"[ 75.       75.      210.      250.        5.        1.6       0.52875
  35.        1.        5.5      83.      208.      280.        3.
   0.83125   0.50975]",1.217079738153809,0.22798428587745634
4,NSGA2,4,2,success,"[ 75.      75.     210.     250.       5.       1.6      0.5525  35.
   1.       7.      83.     208.     280.       3.       0.6625   0.5945]",1.5678568253945828,0.2869884061503004
4,NSGA2,4,3,success,"[ 75.       75.      210.      250.        5.        1.6       0.57625
  35.        1.        8.5      83.      208.      280.        3.
   0.49375   0.67925]",2.0728715055540357,0.3711588265720474
4,NSGA2,4,4,success,"[ 75.     75.    210.    250.      5.      1.6     0.6    35.      1.
  10.     83.    208.    280.      3.      0.325   0.764]",2.852077952083811,0.5004639014340957
4,NSGA2,5,0,success,"[ 75.     52.595 210.    247.888   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.6181491201435325,0.10416086359061749
4,NSGA2,5,1,not_converged,"[ 75.       55.1705  210.      247.059     5.        1.6095    0.59975
  35.        1.        1.30825  83.      208.      280.        1.19975
   1.        0.485  ]",,
4,NSGA2,6,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    233.333   1.2     1.      0.485]",0.5649902860237207,-0.01128605623357008
4,NSGA2,6,1,success,"[ 75.       75.      202.52925 210.        5.172     1.6       0.6
  35.        1.        1.3      80.9685  208.      231.5095    1.2
   1.        0.485  ]",0.6629393011008176,0.014102764510024806
4,NSGA2,6,2,success,"[ 75.      75.     195.0585 210.       5.344    1.6      0.6     35.
   1.       1.3     78.937  208.     229.686    1.2      1.       0.485 ]",0.7121929728377506,0.042719261063124375
4,NSGA2,6,3,success,"[ 75.       75.      187.58775 210.        5.516     1.6       0.6
  35.        1.        1.3      76.9055  208.      227.8625    1.2
   1.        0.485  ]",0.7180606009653411,0.07030727693785899
4,NSGA2,6,4,success,"[ 75.     75.    180.117 210.      5.688   1.6     0.6    35.      1.
   1.3    74.874 208.    226.039   1.2     1.      0.485]",0.724165795786077,0.09814247963786482
4,NSGA2,7,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     0.7     0.485]",0.5555956454565054,-0.0057213574664400045
4,NSGA2,7,1,success,"[ 75.     75.585 210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     0.689   0.485]",0.5556273894822734,-0.0057195554997017525
4,NSGA2,7,2,success,"[ 75.     76.17  210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     0.678   0.485]",0.5556579195170507,-0.00571779028489766
4,NSGA2,7,3,success,"[ 75.     76.755 210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     0.667   0.485]",0.5556879525652468,-0.005716062749820399
4,NSGA2,7,4,success,"[ 75.     77.34  210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     0.656   0.485]",0.5557158136392134,-0.005714371553943654
4,NSGA2,8,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    33.333   1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5596433085849383,-0.006438929275548501
4,NSGA2,8,1,success,"[ 75.       75.      210.      210.        5.01375   1.6       0.6
  32.5145    1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5602948203822887,-0.00722222654107144
4,NSGA2,8,2,success,"[ 75.      75.     210.     210.       5.0275   1.6      0.6     31.696
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5602255513429952,-0.007437790039806848
4,NSGA2,8,3,success,"[ 75.       75.      210.      210.        5.04125   1.6       0.6
  30.8775    1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5601566696631574,-0.007654796293095504
4,NSGA2,8,4,success,"[ 75.     75.    210.    210.      5.055   1.6     0.6    30.059   1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5611366052917058,-0.008758255108424047
4,NSGA2,9,0,success,"[ 75.     75.    210.    250.      5.      1.6     0.505  35.      1.
   4.     83.    208.    280.      3.      1.      0.425]",0.9634189687400542,0.1840765306976653
4,NSGA2,9,1,success,"[ 75.       75.      210.      250.        5.        1.6       0.52875
  35.        1.        5.5      83.      208.      280.        3.
   0.83125   0.50975]",1.217079738153809,0.22798428587745634
4,NSGA2,9,2,success,"[ 75.      75.     210.     250.       5.       1.6      0.5525  35.
   1.       7.      83.     208.     280.       3.       0.6625   0.5945]",1.5678568253945828,0.2869884061503004
4,NSGA2,9,3,success,"[ 75.       75.      210.      250.        5.        1.6       0.57625
  35.        1.        8.5      83.      208.      280.        3.
   0.49375   0.67925]",2.0728715055540357,0.3711588265720474
4,NSGA2,9,4,success,"[ 75.     75.    210.    250.      5.      1.6     0.6    35.      1.
  10.     83.    208.    280.      3.      0.325   0.764]",2.852077952083811,0.5004639014340957
4,NSGA2,10,0,success,"[ 75.     75.    210.    210.      5.      2.945   0.6    35.      1.
   1.3    83.    219.439 280.      1.708   1.      0.485]",0.6395260743805641,-0.0073383403237337
4,NSGA2,10,1,success,"[ 75.       75.      210.      209.992     5.        2.89375   0.59925
  35.        1.        1.3165   83.      216.57875 280.        1.687
   1.        0.48475]",0.6495699771669757,-0.006801538066706357
4,NSGA2,10,2,success,"[ 75.      75.     210.     209.984    5.       2.8425   0.5985  35.
   1.       1.333   83.     213.7185 280.       1.666    1.       0.4845]",0.6606979295825182,-0.006214594037781705
4,NSGA2,10,3,success,"[ 75.       75.      210.      209.976     5.        2.79125   0.59775
  35.        1.        1.3495   83.      210.85825 280.        1.645
   1.        0.48425]",0.6730335337582315,-0.005575214962424862
4,NSGA2,10,4,success,"[ 75.     75.    210.    209.968   5.      2.74    0.597  35.      1.
   1.366  83.    207.998 280.      1.624   1.      0.484]",0.6867746276476382,-0.004887261008135088
4,NSGA2,11,0,success,"[ 75.     75.    210.    223.064   5.      1.6     0.6    35.      1.
   8.105  83.    208.    280.      1.2     1.      0.485]",0.6950455518451797,0.04426924990708876
4,NSGA2,11,1,success,"[ 75.       75.      210.      223.03725   4.89975   1.6       0.6
  35.        1.        7.598    83.      208.      280.        1.2
   1.        0.485  ]",0.6950035465640377,0.044165362806363365
4,NSGA2,11,2,success,"[ 75.      75.     210.     223.0105   4.7995   1.6      0.6     35.
   1.       7.091   83.     208.     280.       1.2      1.       0.485 ]",0.694984146523952,0.0440597200397183
4,NSGA2,11,3,success,"[ 75.       75.      210.      222.98375   4.69925   1.6       0.6
  35.        1.        6.584    83.      208.      280.        1.2
   1.        0.485  ]",0.6949495260026755,0.04395300502505385
4,NSGA2,11,4,success,"[ 75.     75.    210.    222.957   4.599   1.6     0.6    35.      1.
   6.077  83.    208.    280.      1.2     1.      0.485]",0.6949180583087158,0.04384623342917538
4,NSGA2,12,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     0.5     0.485]",0.5529571394033576,-0.005765731938178648
4,NSGA2,12,1,success,"[ 75.       77.072   210.      210.        5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   0.50575   0.485  ]",0.5536416554154402,-0.005749962478525448
4,NSGA2,12,2,success,"[ 75.      79.144  210.     210.       5.       1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      0.5115   0.485 ]",0.5543178239958826,-0.005734454726956289
4,NSGA2,12,3,success,"[ 75.       81.216   210.      210.        5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   0.51725   0.485  ]",0.5549870033046791,-0.0057192036209909435
4,NSGA2,12,4,success,"[ 75.     83.288 210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     0.523   0.485]",0.5556486089433287,-0.005704193055925888
4,NSGA2,13,0,not_converged,"[ 75.     75.    210.    213.412   5.      3.32    0.592  35.      1.
   1.434  83.    208.    280.      1.265   1.      0.471]",,
4,NSGA2,14,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    58.333   1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5624594322940679,0.003279824697497797
4,NSGA2,14,1,success,"[ 75.       75.      210.      210.        5.        1.6       0.6
  57.5065    1.        1.89475  83.      208.      280.        1.2
   1.        0.485  ]",0.6900520737526535,0.006888665148863995
4,NSGA2,14,2,success,"[ 75.      75.     210.     210.       5.       1.6      0.6     56.68
   1.       2.4895  83.     208.     280.       1.2      1.       0.485 ]",0.6895522635523408,0.006687007295763955
4,NSGA2,14,3,success,"[ 75.       75.      210.      210.        5.        1.6       0.6
  55.8535    1.        3.08425  83.      208.      280.        1.2
   1.        0.485  ]",0.6890680282322967,0.006489324135383253
4,NSGA2,14,4,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    55.027   1.
   3.679  83.    208.    280.      1.2     1.      0.485]",0.6890285626096904,0.005993038795256565
4,NSGA2,15,0,success,"[ 75.     75.    210.    222.222   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5665720229707083,0.031006439732823684
4,NSGA2,15,1,success,"[ 75.876    75.      210.      222.04525   5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5665368136999173,0.030420261859515216
4,NSGA2,15,2,success,"[ 76.752   75.     210.     221.8685   5.       1.6      0.6     35.
   1.       1.3     83.     208.     280.       1.2      1.       0.485 ]",0.5665041027987698,0.029838051087544375
4,NSGA2,15,3,success,"[ 77.628    75.      210.      221.69175   5.        1.6       0.6
  35.        1.        1.3      83.      208.      280.        1.2
   1.        0.485  ]",0.5664695250499836,0.0292548781109414
4,NSGA2,15,4,success,"[ 78.504  75.    210.    221.515   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5664334142413994,0.028675523292967277
4,NSGA2,16,0,success,"[ 75.     66.667 210.    210.      5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.5594024278755323,-0.005662249911695293
4,NSGA2,16,1,success,"[ 75.       66.6625  210.      209.48975   5.        1.6       0.6
  35.        1.        1.3      80.416   208.      280.        1.2
   1.        0.485  ]",0.6861565489201756,-0.002573922050618201
4,NSGA2,16,2,success,"[ 75.      66.658  210.     208.9795   5.       1.6      0.6     35.
   1.       1.3     77.832  208.     280.       1.2      1.       0.485 ]",0.6909216976415526,-0.0014052586017834093
4,NSGA2,16,3,success,"[ 75.       66.6535  210.      208.46925   5.        1.6       0.6
  35.        1.        1.3      75.248   208.      280.        1.2
   1.        0.485  ]",0.6941913150400516,-0.0013156210529609094
4,NSGA2,16,4,success,"[ 75.     66.649 210.    207.959   5.      1.6     0.6    35.      1.
   1.3    72.664 208.    280.      1.2     1.      0.485]",0.6976325622511431,-0.0012224926115263544
4,NSGA2,17,0,success,"[ 75.     75.    210.    250.      5.      1.6     0.505  35.      1.
   4.     83.    208.    280.      3.      1.      0.425]",0.9634189687400542,0.1840765306976653
4,NSGA2,17,1,success,"[ 75.       75.      210.      250.        5.        1.6       0.52875
  35.        1.        5.5      83.      208.      280.        3.
   0.83125   0.50975]",1.217079738153809,0.22798428587745634
4,NSGA2,17,2,success,"[ 75.      75.     210.     250.       5.       1.6      0.5525  35.
   1.       7.      83.     208.     280.       3.       0.6625   0.5945]",1.5678568253945828,0.2869884061503004
4,NSGA2,17,3,success,"[ 75.       75.      210.      250.        5.        1.6       0.57625
  35.        1.        8.5      83.      208.      280.        3.
   0.49375   0.67925]",2.0728715055540357,0.3711588265720474
4,NSGA2,17,4,success,"[ 75.     75.    210.    250.      5.      1.6     0.6    35.      1.
  10.     83.    208.    280.      3.      0.325   0.764]",2.852077952083811,0.5004639014340957
4,NSGA2,18,0,success,"[ 75.     75.    210.    210.      5.      1.6     0.6    35.      1.
   3.     83.    208.    280.      1.2     1.      0.485]",0.6882165978478553,-0.003846301283249905
4,NSGA2,18,1,success,"[ 75.       75.      210.      210.02675   4.60025   1.6       0.6
  35.        1.        3.082    83.      208.      280.        1.2
   1.        0.485  ]",0.6881317496114018,-0.003753220232103126
4,NSGA2,18,2,success,"[ 75.      75.     210.     210.0535   4.2005   1.6      0.6     35.
   1.       3.164   83.     208.     280.       1.2      1.       0.485 ]",0.6880315567179127,-0.003665124949771888
4,NSGA2,18,3,success,"[ 75.       75.      210.      210.08025   3.80075   1.6       0.6
  35.        1.        3.246    83.      208.      280.        1.2
   1.        0.485  ]",0.6879704643578752,-0.003582244285243793
4,NSGA2,18,4,success,"[ 75.     75.    210.    210.107   3.401   1.6     0.6    35.      1.
   3.328  83.    208.    280.      1.2     1.      0.485]",0.6880169879716643,-0.0035239445799807377
4,NSGA2,19,0,success,"[ 75.     75.    210.    244.444   5.      1.6     0.6    35.      1.
   1.3    83.    208.    280.      1.2     1.      0.485]",0.6108365632465744,0.09185432740404739
4,NSGA2,19,1,success,"[ 75.       75.      210.      244.72      5.        1.86125   0.6
  35.        1.        1.2985   83.      210.86025 280.        1.247
   1.        0.485  ]",0.6177945674506179,0.09356506987206842
4,NSGA2,19,2,success,"[ 75.      75.     210.     244.996    5.       2.1225   0.6     35.
   1.       1.297   83.     213.7205 280.       1.294    1.       0.485 ]",0.6249485158002103,0.095290304395872
4,NSGA2,19,3,success,"[ 75.       75.      210.      245.272     5.        2.38375   0.6
  35.        1.        1.2955   83.      216.58075 280.        1.341
   1.        0.485  ]",0.6322461552681811,0.09703860297425172
4,NSGA2,19,4,success,"[ 75.     75.    210.    245.548   5.      2.645   0.6    35.      1.
   1.294  83.    219.441 280.      1.388   1.      0.485]",0.6396348622554267,0.09879693582117147
